name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date
Uruguay,URY,UYU,105,19.28,15341.308,296143.502,2013-01-01
United States,USA,USD,4.03,1,50008.108,50008.108,2013-01-01
Venezuela,VEN,VEF,39,4.29465,10934.275,,2013-01-01
South Africa,ZAF,ZAR,20.9,9.047,8773.175,63632.571,2013-01-01
UAE,ARE,AED,12,3.673,52099.412,191335.092,2013-07-01
Argentina,ARG,ARS,21,5.4125,13889.792,63208.892,2013-07-01
Australia,AUS,AUD,5.035,1.089858863,68733.794,66358.185,2013-07-01
Austria,AUT,EUR,3.39,0.777756173,48302.044,37571.53,2013-07-01
Belgium,BEL,EUR,3.7,0.777756173,45028.566,35025.27,2013-07-01
Brazil,BRA,BRL,12,2.27065,12465.45,24357.489,2013-07-01
Canada,CAN,CAD,5.53,1.05125,52745.057,52711.551,2013-07-01
Switzerland,CHE,CHF,6.5,0.9674,87772.787,82303.18,2013-07-01
Chile,CHL,CLP,2000,508.155,15371.433,7478074.2,2013-07-01
China,CHN,CNY,16,6.1341,6387.88,40323.774,2013-07-01
Colombia,COL,COP,8600,1921,8237.227,14810630.64,2013-07-01
Costa Rica,CRI,CRC,2150,498.675,10107.452,5083072.758,2013-07-01
Czech Republic,CZE,CZK,70.45,20.1828,20024.209,392023.946,2013-07-01
Germany,DEU,EUR,3.64,0.777756173,44768.64,34823.087,2013-07-01
Denmark,DNK,DKK,28.5,5.8006,58559.563,339204.833,2013-07-01
Egypt,EGY,EGP,16.75,7.00915,3569.482,21443.636,2013-07-01
Spain,ESP,EUR,3.5,0.777756173,28511.285,22177.376,2013-07-01
Estonia,EST,EUR,2.75,0.777756173,17579.346,13674.016,2013-07-01
Euro area,EUZ,EUR,3.623870489,0.777756173,38277.6929888451,29774.137394337,2013-07-01
Finland,FIN,EUR,4.1,0.777756173,47693.7,37098.333,2013-07-01
France,FRA,EUR,3.9,0.777756173,41150.451,32008.695,2013-07-01
Britain,GBR,GBP,2.69,0.669142494,42695.921,27023.716,2013-07-01
Greece,GRC,EUR,2.6,0.777756173,21557.251,16768.211,2013-07-01
Hong Kong,HKG,HKD,17,7.75665,36623.745,284069.028,2013-07-01
Hungary,HUN,HUF,860,228.462,12934.984,2911718.888,2013-07-01
Indonesia,IDN,IDR,27939,9965,3739.917,35105215.36,2013-07-01
India,IND,INR,90,59.98,1425.587,77564.944,2013-07-01
Ireland,IRL,EUR,3.46,0.777756173,49310.534,38355.98,2013-07-01
Israel,ISR,ILS,17.5,3.64595,33282.519,128334.791,2013-07-01
Italy,ITA,EUR,3.75,0.777756173,34926.415,27167.357,2013-07-01
Japan,JPN,JPY,320,100.105,49656.729,3962133.017,2013-07-01
South Korea,KOR,KRW,3900,1135.7,26600.549,29973675.42,2013-07-01
Sri Lanka,LKA,LKR,370,130.8,3446.355,440112.656,2013-07-01
Mexico,MEX,MXN,37,12.94115,10631.077,140005.523,2013-07-01
Malaysia,MYS,MYR,7.3,3.1805,10806.841,33380.176,2013-07-01
Netherlands,NLD,EUR,3.45,0.777756173,50580.212,39343.593,2013-07-01
Norway,NOR,NOK,46,6.1281,104221.852,606310.626,2013-07-01
New Zealand,NZL,NZD,5.5,1.279344975,39747.749,49036.434,2013-07-01
Pakistan,PAK,PKR,300,100.035,1377.776,123097.394,2013-07-01
Peru,PER,PEN,10,2.783,6638.546,17486.484,2013-07-01
Philippines,PHL,PHP,115.21,43.44,2721.252,114915.21,2013-07-01
Poland,POL,PLN,9.2,3.3655,13087.206,42619.033,2013-07-01
Portugal,PRT,EUR,2.95,0.777756173,20574.028,16003.416,2013-07-01
Russia,RUS,RUB,87,32.9389,15187.957,471986.723,2013-07-01
Saudi Arabia,SAU,SAR,10,3.7502,28733.427,107750.353,2013-07-01
Singapore,SGP,SGD,4.7,1.2747,55547.546,69416.447,2013-07-01
Sweden,SWE,SEK,41.61,6.7583,57528.865,389758.969,2013-07-01
Thailand,THA,THB,89,31.275,5725.528,177967.114,2013-07-01
Turkey,TUR,TRY,8.5,1.95745,11738.279,21151.022,2013-07-01
Taiwan,TWN,TWD,79,30.0285,21256.361,629519.517,2013-07-01
Ukraine,UKR,UAH,19,8.155,4024.265,32158.016,2013-07-01
Uruguay,URY,UYU,105,21.085,16320.248,331412.559,2013-07-01
United States,USA,USD,4.18,1,51736.738,51736.738,2013-07-01
Venezuela,VEN,VEF,45,6.2921,12688.107,0,2013-07-01
South Africa,ZAF,ZAR,22.5,10.04725,8176.848,67131.242,2013-07-01
UAE,ARE,AED,12,3.673,52099.412,191335.092,2014-01-01
Argentina,ARG,ARS,21,6.92125,13889.792,63208.892,2014-01-01
Australia,AUS,AUD,5.05,1.128859288,68733.794,66358.185,2014-01-01
Austria,AUT,EUR,3.39,0.737218475,48302.044,37571.53,2014-01-01
Belgium,BEL,EUR,3.95,0.737218475,45028.566,35025.27,2014-01-01
Brazil,BRA,BRL,12.4,2.36305,12465.45,24357.489,2014-01-01
Canada,CAN,CAD,5.54,1.1051,52745.057,52711.551,2014-01-01
Switzerland,CHE,CHF,6.5,0.91005,87772.787,82303.18,2014-01-01
Chile,CHL,CLP,2000,541.95,15371.433,7478074.2,2014-01-01
China,CHN,CNY,16.6,6.0513,6387.88,40323.774,2014-01-01
Colombia,COL,COP,8600,1982.795,8237.227,14810630.64,2014-01-01
Costa Rica,CRI,CRC,2150,501.92,10107.452,5083072.758,2014-01-01
Czech Republic,CZE,CZK,70.45,20.2838,20024.209,392023.946,2014-01-01
Germany,DEU,EUR,3.67,0.737218475,44768.64,34823.087,2014-01-01
Denmark,DNK,DKK,28.5,5.5014,58559.563,339204.833,2014-01-01
Egypt,EGY,EGP,16.93,6.961,3569.482,21443.636,2014-01-01
Spain,ESP,EUR,3.65,0.737218475,28511.285,22177.376,2014-01-01
Estonia,EST,EUR,2.8,0.737218475,17579.346,13674.016,2014-01-01
Euro area,EUZ,EUR,3.657962724,0.737218475,38277.6929888451,29774.137394337,2014-01-01
Finland,FIN,EUR,4.1,0.737218475,47693.7,37098.333,2014-01-01
France,FRA,EUR,3.8,0.737218475,41150.451,32008.695,2014-01-01
Britain,GBR,GBP,2.79,0.603009015,42695.921,27023.716,2014-01-01
Greece,GRC,EUR,3.05,0.737218475,21557.251,16768.211,2014-01-01
Hong Kong,HKG,HKD,18,7.75785,36623.745,284069.028,2014-01-01
Hungary,HUN,HUF,860,223.09705,12934.984,2911718.888,2014-01-01
Indonesia,IDN,IDR,27939,12140,3739.917,35105215.36,2014-01-01
India,IND,INR,95,61.845,1425.587,77564.944,2014-01-01
Ireland,IRL,EUR,3.46,0.737218475,49310.534,38355.98,2014-01-01
Israel,ISR,ILS,17.5,3.4882,33282.519,128334.791,2014-01-01
Italy,ITA,EUR,3.85,0.737218475,34926.415,27167.357,2014-01-01
Japan,JPN,JPY,310,104.245,49656.729,3962133.017,2014-01-01
South Korea,KOR,KRW,3700,1067.3,26600.549,29973675.42,2014-01-01
Sri Lanka,LKA,LKR,350,130.8,3446.355,440112.656,2014-01-01
Lithuania,LTU,EUR,8.8,2.5454,14297.004,11120.861,2014-01-01
Mexico,MEX,MXN,37,13.33275,10631.077,140005.523,2014-01-01
Malaysia,MYS,MYR,7.4,3.3235,10806.841,33380.176,2014-01-01
Netherlands,NLD,EUR,3.45,0.737218475,50580.212,39343.593,2014-01-01
Norway,NOR,NOK,48,6.15745,104221.852,606310.626,2014-01-01
New Zealand,NZL,NZD,5.5,1.203007519,39747.749,49036.434,2014-01-01
Pakistan,PAK,PKR,320,105.415,1377.776,123097.394,2014-01-01
Peru,PER,PEN,10,2.8065,6638.546,17486.484,2014-01-01
Philippines,PHL,PHP,135,45.23,2721.252,114915.21,2014-01-01
Poland,POL,PLN,9.2,3.0684,13087.206,42619.033,2014-01-01
Portugal,PRT,EUR,3,0.737218475,20574.028,16003.416,2014-01-01
Russia,RUS,RUB,89,33.93925,15187.957,471986.723,2014-01-01
Saudi Arabia,SAU,SAR,11,3.7504,28733.427,107750.353,2014-01-01
Singapore,SGP,SGD,4.6,1.27885,55547.546,69416.447,2014-01-01
Sweden,SWE,SEK,40.7,6.47315,57528.865,389758.969,2014-01-01
Thailand,THA,THB,96,32.875,5725.528,177967.114,2014-01-01
Turkey,TUR,TRY,8.5,2.26155,11738.279,21151.022,2014-01-01
Taiwan,TWN,TWD,79,30.161,21256.361,629519.517,2014-01-01
Ukraine,UKR,UAH,19,8.379,4024.265,32158.016,2014-01-01
Uruguay,URY,UYU,105,21.38,16320.248,331412.559,2014-01-01
United States,USA,USD,4.24,1,51736.738,51736.738,2014-01-01
Venezuela,VEN,VEF,45,6.2921,12688.107,0,2014-01-01
South Africa,ZAF,ZAR,23.5,10.87765,8176.848,67131.242,2014-01-01
UAE,ARE,AED,13,3.67305,52204.086,191719.507,2014-07-01
Argentina,ARG,ARS,21,8.16875,14488.829,79338.285,2014-07-01
Australia,AUS,AUD,5.1,1.059378145,65525.921,67662.249,2014-07-01
Austria,AUT,EUR,3.39,0.742748914,50321.474,37888.756,2014-07-01
Belgium,BEL,EUR,3.7,0.742748914,47055.739,35429.873,2014-07-01
Brazil,BRA,BRL,13,2.22025,12406.559,26761.568,2014-07-01
Canada,CAN,CAD,5.64,1.07405,52711.32,54299.9,2014-07-01
Switzerland,CHE,CHF,6.16,0.9024,89462.195,82922.826,2014-07-01
Chile,CHL,CLP,2100,564.14,15787.358,7819649.606,2014-07-01
China,CHN,CNY,16.9,6.1983,7158.485,44331.363,2014-07-01
Colombia,COL,COP,8600,1847.65,8409.677,15716804.23,2014-07-01
Costa Rica,CRI,CRC,2150,537.3,10764.529,5379816.093,2014-07-01
Czech Republic,CZE,CZK,70.45,20.3877,20256.925,396439.848,2014-07-01
Germany,DEU,EUR,3.67,0.742748914,47282.485,35600.597,2014-07-01
Denmark,DNK,DKK,28.5,5.5388,61512.411,345472.875,2014-07-01
Egypt,EGY,EGP,16.93,7.15005,3583.854,23150.118,2014-07-01
Spain,ESP,EUR,3.65,0.742748914,29297.451,22059.051,2014-07-01
Estonia,EST,EUR,2.9,0.742748914,19310.675,14539.667,2014-07-01
Euro area,EUZ,EUR,3.67923829,0.742748914,39898.4176031093,30040.8816038818,2014-07-01
Finland,FIN,EUR,4.1,0.742748914,49804.351,37499.397,2014-07-01
France,FRA,EUR,3.9,0.742748914,42951.716,32339.814,2014-07-01
Britain,GBR,GBP,2.89,0.586785589,43636.03,27894.103,2014-07-01
Greece,GRC,EUR,3.05,0.742748914,21498.365,16186.853,2014-07-01
Hong Kong,HKG,HKD,18.8,7.75045,38233.352,296537.88,2014-07-01
Hungary,HUN,HUF,860,228.30615,13708.545,3066532.996,2014-07-01
Indonesia,IDN,IDR,27939,11505,3667.435,38365914.7,2014-07-01
India,IND,INR,105,60.08875,1425.357,86236.812,2014-07-01
Ireland,IRL,EUR,3.49,0.742748914,52462.533,39500.833,2014-07-01
Israel,ISR,ILS,17.5,3.4138,36996.131,133584.088,2014-07-01
Italy,ITA,EUR,3.85,0.742748914,35722.52,26896.705,2014-07-01
Japan,JPN,JPY,370,101.53,41405.718,4041018.304,2014-07-01
South Korea,KOR,KRW,4100,1023.75,28449.357,31151548.38,2014-07-01
Sri Lanka,LKA,LKR,350,130.255,3737.366,482797.668,2014-07-01
Lithuania,LTU,EUR,8.95,2.56455,15642.218,11777.56,2014-07-01
Mexico,MEX,MXN,42,12.93255,11099.184,141758.681,2014-07-01
Malaysia,MYS,MYR,7.63,3.1675,10851.667,34192.601,2014-07-01
Netherlands,NLD,EUR,3.45,0.742748914,52680.978,39665.307,2014-07-01
Norway,NOR,NOK,48,6.1873,105985.344,622663.893,2014-07-01
New Zealand,NZL,NZD,5.7,1.152737752,42102.564,51311.475,2014-07-01
Pakistan,PAK,PKR,300,98.68,1390.648,134628.079,2014-07-01
Peru,PER,PEN,10,2.788,6869.825,18701.953,2014-07-01
Philippines,PHL,PHP,160,43.205,2903.189,123229.297,2014-07-01
Poland,POL,PLN,9.2,3.0714,13613.905,43028.335,2014-07-01
Portugal,PRT,EUR,3,0.742748914,21642.244,16295.185,2014-07-01
Russia,RUS,RUB,89,34.83725,15825.474,504727.752,2014-07-01
Saudi Arabia,SAU,SAR,11,3.75035,27865.456,104495.46,2014-07-01
Singapore,SGP,SGD,4.7,1.238,56967.426,71283.34,2014-07-01
Sweden,SWE,SEK,40.7,6.836,60563.358,394507.999,2014-07-01
Thailand,THA,THB,99,31.78,6018.083,184911.403,2014-07-01
Turkey,TUR,TRY,9.25,2.09125,12639.299,24055.051,2014-07-01
Taiwan,TWN,TWD,79,29.982,21945.46,653334.627,2014-07-01
Ukraine,UKR,UAH,19,11.685,4210.3,33652.928,2014-07-01
Uruguay,URY,UYU,113,22.97,18261.568,373479.509,2014-07-01
United States,USA,USD,4.29,1,53363.904,53363.904,2014-07-01
Venezuela,VEN,VEF,75,11,8692.995,0,2014-07-01
Vietnam,VNM,VND,60000,21230,2370.073,49840469.24,2014-07-01
South Africa,ZAF,ZAR,24.5,10.5145,7429.047,71693.401,2014-07-01
UAE,ARE,AED,13,3.67305,52204.086,191719.507,2015-01-01
Argentina,ARG,ARS,28,8.61,14488.829,79338.285,2015-01-01
Australia,AUS,AUD,5.3,1.227219734,65525.921,67662.249,2015-01-01
Austria,AUT,EUR,3.39,0.863073404,50321.474,37888.756,2015-01-01
Belgium,BEL,EUR,3.7,0.863073404,47055.739,35429.873,2015-01-01
Brazil,BRA,BRL,13.5,2.59275,12406.559,26761.568,2015-01-01
Canada,CAN,CAD,5.7,1.22855,52711.32,54299.9,2015-01-01
Switzerland,CHE,CHF,6.5,0.86165,89462.195,82922.826,2015-01-01
Chile,CHL,CLP,2100,627.485,15787.358,7819649.606,2015-01-01
China,CHN,CNY,17.2,6.2115,7158.485,44331.363,2015-01-01
Colombia,COL,COP,7900,2364.98,8409.677,15716804.23,2015-01-01
Costa Rica,CRI,CRC,2150,536.09,10764.529,5379816.093,2015-01-01
Czech Republic,CZE,CZK,70.45,24.13325,20256.925,396439.848,2015-01-01
Germany,DEU,EUR,3.67,0.863073404,47282.485,35600.597,2015-01-01
Denmark,DNK,DKK,34.5,6.4174,61512.411,345472.875,2015-01-01
Egypt,EGY,EGP,16.93,7.35005,3583.854,23150.118,2015-01-01
Spain,ESP,EUR,3.65,0.863073404,29297.451,22059.051,2015-01-01
Estonia,EST,EUR,2.9,0.863073404,19310.675,14539.667,2015-01-01
Euro area,EUZ,EUR,3.68,0.863073404,39898.4176031093,30040.8816038818,2015-01-01
Finland,FIN,EUR,4.1,0.863073404,49804.351,37499.397,2015-01-01
France,FRA,EUR,3.9,0.863073404,42951.716,32339.814,2015-01-01
Britain,GBR,GBP,2.89,0.661594443,43636.03,27894.103,2015-01-01
Greece,GRC,EUR,3.05,0.863073404,21498.365,16186.853,2015-01-01
Hong Kong,HKG,HKD,18.8,7.75135,38233.352,296537.88,2015-01-01
Hungary,HUN,HUF,860,271.39345,13708.545,3066532.996,2015-01-01
Indonesia,IDN,IDR,27939,12480,3667.435,38365914.7,2015-01-01
India,IND,INR,116.25,61.615,1425.357,86236.812,2015-01-01
Ireland,IRL,EUR,3.49,0.863073404,52462.533,39500.833,2015-01-01
Israel,ISR,ILS,17.5,3.93415,36996.131,133584.088,2015-01-01
Italy,ITA,EUR,3.85,0.863073404,35722.52,26896.705,2015-01-01
Japan,JPN,JPY,370,117.765,41405.718,4041018.304,2015-01-01
South Korea,KOR,KRW,4100,1083.3,28449.357,31151548.38,2015-01-01
Sri Lanka,LKA,LKR,350,131.875,3737.366,482797.668,2015-01-01
Mexico,MEX,MXN,49,14.6275,11099.184,141758.681,2015-01-01
Malaysia,MYS,MYR,7.63,3.6155,10851.667,34192.601,2015-01-01
Netherlands,NLD,EUR,3.45,0.863073404,52680.978,39665.307,2015-01-01
Norway,NOR,NOK,48,7.6225,105985.344,622663.893,2015-01-01
New Zealand,NZL,NZD,5.9,1.313283866,42102.564,51311.475,2015-01-01
Pakistan,PAK,PKR,300,100.735,1390.648,134628.079,2015-01-01
Peru,PER,PEN,10,3.008,6869.825,18701.953,2015-01-01
Philippines,PHL,PHP,163,44.41,2903.189,123229.297,2015-01-01
Poland,POL,PLN,9.2,3.7066,13613.905,43028.335,2015-01-01
Portugal,PRT,EUR,3,0.863073404,21642.244,16295.185,2015-01-01
Russia,RUS,RUB,89,65.227,15825.474,504727.752,2015-01-01
Saudi Arabia,SAU,SAR,11,3.7569,27865.456,104495.46,2015-01-01
Singapore,SGP,SGD,4.7,1.33315,56967.426,71283.34,2015-01-01
Sweden,SWE,SEK,40.7,8.19145,60563.358,394507.999,2015-01-01
Thailand,THA,THB,99,32.605,6018.083,184911.403,2015-01-01
Turkey,TUR,TRY,9.25,2.33345,12639.299,24055.051,2015-01-01
Taiwan,TWN,TWD,79,31.493,21945.46,653334.627,2015-01-01
Ukraine,UKR,UAH,19,15.822,4210.3,33652.928,2015-01-01
Uruguay,URY,UYU,113,24.425,18261.568,373479.509,2015-01-01
United States,USA,USD,4.29,1,53363.904,53363.904,2015-01-01
Venezuela,VEN,VEF,132,52.1021,8692.995,0,2015-01-01
Vietnam,VNM,VND,60000,21380,2370.073,49840469.24,2015-01-01
South Africa,ZAF,ZAR,25.5,11.47875,7429.047,71693.401,2015-01-01
UAE,ARE,AED,13,3.67295,51369.621,188654.933,2015-07-01
Argentina,ARG,ARS,28,9.135,13208.831,107315.212,2015-07-01
Australia,AUS,AUD,5.3,1.35126005,61889.636,68560.927,2015-07-01
Austria,AUT,EUR,3.39,0.912700224,51342.747,38637.175,2015-07-01
Belgium,BEL,EUR,3.7,0.912700224,48129.389,36219.014,2015-07-01
Brazil,BRA,BRL,13.5,3.15235,12230.669,28778.051,2015-07-01
Canada,CAN,CAD,5.85,1.2897,51025.428,56370.195,2015-07-01
Switzerland,CHE,CHF,6.5,0.9528,91054.666,83419.828,2015-07-01
Chile,CHL,CLP,2100,642.45,14614.282,8335584.551,2015-07-01
China,CHN,CNY,17,6.2092,7775.35,47762.558,2015-07-01
Colombia,COL,COP,7900,2708.9,8312.058,16633301.36,2015-07-01
Costa Rica,CRI,CRC,2150,533.3,10853.638,5842596.561,2015-07-01
Czech Republic,CZE,CZK,70,24.70225,20063.059,416458.952,2015-07-01
Germany,DEU,EUR,3.59,0.912700224,49108.051,36955.491,2015-07-01
Denmark,DNK,DKK,34.59,6.81105,62700.908,351906.753,2015-07-01
Egypt,EGY,EGP,16.93,7.83005,3705.465,25829.493,2015-07-01
Spain,ESP,EUR,3.65,0.912700224,29737.831,22378.737,2015-07-01
Estonia,EST,EUR,2.95,0.912700224,20574.581,15483.077,2015-07-01
Euro area,EUZ,EUR,3.7,0.912700224,40613.6931967743,30563.1984493527,2015-07-01
Finland,FIN,EUR,4.1,0.912700224,50180.785,37762.76,2015-07-01
France,FRA,EUR,4.1,0.912700224,43277.417,32567.739,2015-07-01
Britain,GBR,GBP,2.89,0.640450877,47771.842,29017.255,2015-07-01
Greece,GRC,EUR,3.05,0.912700224,21412.642,16113.747,2015-07-01
Hong Kong,HKG,HKD,19.2,7.7508,40185.303,311600.188,2015-07-01
Hungary,HUN,HUF,900,282.8778,14327.786,3332667.005,2015-07-01
Indonesia,IDN,IDR,30500,13344.5,3532.669,41915863.36,2015-07-01
India,IND,INR,116.25,63.43,1541.704,94265.384,2015-07-01
Ireland,IRL,EUR,3.7,0.912700224,57111.364,42978.258,2015-07-01
Israel,ISR,ILS,17.5,3.77835,38282.313,136971.246,2015-07-01
Italy,ITA,EUR,4,0.912700224,36022.586,27108.23,2015-07-01
Japan,JPN,JPY,370,123.935,39221.081,4155268.861,2015-07-01
South Korea,KOR,KRW,4300,1143.5,30667.091,32287540.35,2015-07-01
Sri Lanka,LKA,LKR,350,133.85,3969.713,518592.357,2015-07-01
Mexico,MEX,MXN,49,15.73975,11272.395,149837.751,2015-07-01
Malaysia,MYS,MYR,7.65,3.8065,11165.257,36542.325,2015-07-01
Netherlands,NLD,EUR,3.45,0.912700224,53584.489,40324.163,2015-07-01
Norway,NOR,NOK,46,8.14255,100035.836,630392.493,2015-07-01
New Zealand,NZL,NZD,5.9,1.509092281,44300.304,53319.911,2015-07-01
Pakistan,PAK,PKR,350,101.7,1423.889,146641.564,2015-07-01
Peru,PER,PEN,10,3.1835,6877.058,19572.967,2015-07-01
Philippines,PHL,PHP,163,45.2125,2995.504,132985.883,2015-07-01
Poland,POL,PLN,9.6,3.7736,14263.456,44983.731,2015-07-01
Portugal,PRT,EUR,3,0.912700224,22086.991,16621.217,2015-07-01
Russia,RUS,RUB,107,56.815,14137.163,545314.418,2015-07-01
Saudi Arabia,SAU,SAR,12,3.75055,27805.466,104270.498,2015-07-01
Singapore,SGP,SGD,4.7,1.3664,57564.802,72937.483,2015-07-01
Sweden,SWE,SEK,43.7,8.52265,59270.209,406640.16,2015-07-01
Thailand,THA,THB,108,34.0875,5801.198,188421.939,2015-07-01
Turkey,TUR,TRY,10.25,2.6457,12222.238,26720.715,2015-07-01
Taiwan,TWN,TWD,79,31.02,22844.316,693787.589,2015-07-01
Ukraine,UKR,UAH,34,21.95,3120.566,37112.398,2015-07-01
Uruguay,URY,UYU,113,27.345,18090.949,419848.715,2015-07-01
United States,USA,USD,4.29,1,55263.817,55263.817,2015-07-01
Venezuela,VEN,VEF,132,197,7107.442,0,2015-07-01
Vietnam,VNM,VND,60000,21810,2566.886,54415204.83,2015-07-01
South Africa,ZAF,ZAR,26,12.41455,6951.426,75384.739,2015-07-01
UAE,ARE,AED,13,3.6731,51369.621,188654.933,2016-01-01
Argentina,ARG,ARS,33,13.80925,13208.831,107315.212,2016-01-01
Australia,AUS,AUD,5.3,1.415728746,61889.636,68560.927,2016-01-01
Austria,AUT,EUR,3.5,0.930232558,51342.747,38637.175,2016-01-01
Belgium,BEL,EUR,3.95,0.930232558,48129.389,36219.014,2016-01-01
Brazil,BRA,BRL,13.5,4.0248,12230.669,28778.051,2016-01-01
Canada,CAN,CAD,5.84,1.4092,51025.428,56370.195,2016-01-01
Switzerland,CHE,CHF,6.5,1.0088,91054.666,83419.828,2016-01-01
Chile,CHL,CLP,2100,715.215,14614.282,8335584.551,2016-01-01
China,CHN,CNY,17.6,6.5582,7775.35,47762.558,2016-01-01
Colombia,COL,COP,7900,3253.9,8312.058,16633301.36,2016-01-01
Costa Rica,CRI,CRC,2150,535.25,10853.638,5842596.561,2016-01-01
Czech Republic,CZE,CZK,75,25.1442,20063.059,416458.952,2016-01-01
Germany,DEU,EUR,3.59,0.930232558,49108.051,36955.491,2016-01-01
Denmark,DNK,DKK,30,6.9405,62700.908,351906.753,2016-01-01
Egypt,EGY,EGP,16.93,7.83005,3705.465,25829.493,2016-01-01
Spain,ESP,EUR,3.5,0.930232558,29737.831,22378.737,2016-01-01
Estonia,EST,EUR,3,0.930232558,20574.581,15483.077,2016-01-01
Euro area,EUZ,EUR,3.72,0.930232558,40613.6931967743,30563.1984493527,2016-01-01
Finland,FIN,EUR,4.1,0.930232558,50180.785,37762.76,2016-01-01
France,FRA,EUR,4.1,0.930232558,43277.417,32567.739,2016-01-01
Britain,GBR,GBP,2.89,0.684532977,47771.842,29017.255,2016-01-01
Greece,GRC,EUR,3.35,0.930232558,21412.642,16113.747,2016-01-01
Hong Kong,HKG,HKD,19.2,7.75235,40185.303,311600.188,2016-01-01
Hungary,HUN,HUF,900,292.67905,14327.786,3332667.005,2016-01-01
Indonesia,IDN,IDR,30500,13947.5,3532.669,41915863.36,2016-01-01
India,IND,INR,127,66.8025,1541.704,94265.384,2016-01-01
Ireland,IRL,EUR,3.95,0.930232558,57111.364,42978.258,2016-01-01
Israel,ISR,ILS,16.9,3.94105,38282.313,136971.246,2016-01-01
Italy,ITA,EUR,4,0.930232558,36022.586,27108.23,2016-01-01
Japan,JPN,JPY,370,118.645,39221.081,4155268.861,2016-01-01
South Korea,KOR,KRW,4300,1197.75,30667.091,32287540.35,2016-01-01
Sri Lanka,LKA,LKR,350,144.05,3969.713,518592.357,2016-01-01
Mexico,MEX,MXN,49,17.43675,11272.395,149837.751,2016-01-01
Malaysia,MYS,MYR,8,4.3925,11165.257,36542.325,2016-01-01
Netherlands,NLD,EUR,3.45,0.930232558,53584.489,40324.163,2016-01-01
Norway,NOR,NOK,46.8,8.97465,100035.836,630392.493,2016-01-01
New Zealand,NZL,NZD,5.9,1.508068165,44300.304,53319.911,2016-01-01
Pakistan,PAK,PKR,300,104.885,1423.889,146641.564,2016-01-01
Peru,PER,PEN,10,3.418,6877.058,19572.967,2016-01-01
Philippines,PHL,PHP,131,47.0225,2995.504,132985.883,2016-01-01
Poland,POL,PLN,9.6,4.0477,14263.456,44983.731,2016-01-01
Portugal,PRT,EUR,3,0.930232558,22086.991,16621.217,2016-01-01
Russia,RUS,RUB,114,74.655,14137.163,545314.418,2016-01-01
Saudi Arabia,SAU,SAR,12,3.7543,27805.466,104270.498,2016-01-01
Singapore,SGP,SGD,4.7,1.43725,57564.802,72937.483,2016-01-01
Sweden,SWE,SEK,45,8.60185,59270.209,406640.16,2016-01-01
Thailand,THA,THB,112,36.22,5801.198,188421.939,2016-01-01
Turkey,TUR,TRY,10.25,3.0096,12222.238,26720.715,2016-01-01
Taiwan,TWN,TWD,69,33.2315,22844.316,693787.589,2016-01-01
Ukraine,UKR,UAH,36,23.35,3120.566,37112.398,2016-01-01
Uruguay,URY,UYU,113,30.185,18090.949,419848.715,2016-01-01
United States,USA,USD,4.29,1,55263.817,55263.817,2016-01-01
Venezuela,VEN,VEF,132,198.6986,7107.442,0,2016-01-01
Vietnam,VNM,VND,60000,22467.5,2566.886,54415204.83,2016-01-01
South Africa,ZAF,ZAR,28,15.81375,6951.426,75384.739,2016-01-01
UAE,ARE,AED,13,3.6731,43712.262,160533.281,2016-07-01
Argentina,ARG,ARS,50,14.935,14895.316,138053.315,2016-07-01
Australia,AUS,AUD,5.75,1.335737661,51652.457,68630.884,2016-07-01
Austria,AUT,EUR,3.6,0.908306463,43986.748,39641.085,2016-07-01
Belgium,BEL,EUR,3.95,0.908306463,41032.322,36978.541,2016-07-01
Brazil,BRA,BRL,15.5,3.24145,8893.346,29622.921,2016-07-01
Canada,CAN,CAD,6,1.303,43628.425,55791.428,2016-07-01
Switzerland,CHE,CHF,6.5,0.9861,85683.483,82460.185,2016-07-01
Chile,CHL,CLP,2300,651.12,13506.926,8834531.179,2016-07-01
China,CHN,CNY,18.6,6.678,8173.185,50905.65,2016-07-01
Colombia,COL,COP,8900,2929,6337.016,17374703.11,2016-07-01
Costa Rica,CRI,CRC,2250,546.39,11635.197,6219817.693,2016-07-01
Czech Republic,CZE,CZK,75,24.54655,17944.844,441420.726,2016-07-01
Germany,DEU,EUR,3.79,0.908306463,42109.327,37949.143,2016-07-01
Denmark,DNK,DKK,30,6.75715,53316.984,358711.702,2016-07-01
Egypt,EGY,EGP,23,8.87995,3933.927,28951.685,2016-07-01
Spain,ESP,EUR,3.5,0.908306463,25986.986,23419.607,2016-07-01
Estonia,EST,EUR,3.1,0.908306463,17723.954,15972.919,2016-07-01
Euro area,EUZ,EUR,3.82,0.908306463,34827.8450549321,31387.0374531392,2016-07-01
Finland,FIN,EUR,4.6,0.908306463,42625.16,38414.015,2016-07-01
France,FRA,EUR,4.1,0.908306463,36775.676,33142.43,2016-07-01
Britain,GBR,GBP,2.99,0.758840492,45266.037,29622.137,2016-07-01
Greece,GRC,EUR,3.35,0.908306463,17921.051,16150.544,2016-07-01
Hong Kong,HKG,HKD,19.2,7.7554,42325.352,328095.544,2016-07-01
Hungary,HUN,HUF,900,285.6397,12759.182,3564054.197,2016-07-01
Indonesia,IDN,IDR,31000,13112.5,3373.489,45169041.3,2016-07-01
India,IND,INR,162,67.2,1567.444,102618.158,2016-07-01
